,ID,Address,District,geoData
23371,PVN_hd_VAO_2_5356_1,"город Москва, Щёлковское шоссе, дом 95, корпус 1",район Гольяново,"{'coordinates': [37.8329658939326, 55.8142546979738], 'type': 'Point'}"
65156,PVN_hd_VAO_2_6702_2,"город Москва, Окружной проезд, дом 12",район Соколиная Гора,"{'coordinates': [37.7429523155962, 55.791854649152], 'type': 'Point'}"
56977,PVN_hd_UZAO_8024_2,"город Москва, улица Грина, дом 18, корпус 1",район Северное Бутово,"{'coordinates': [37.5811969957974, 55.5651825293509], 'type': 'Point'}"
9159,PVN_hd_SVAO_4072_4,"город Москва, улица Академика Комарова, дом 5В",район Марфино,"{'coordinates': [37.5954119405275, 55.8285679405968], 'type': 'Point'}"
40953,PVN_hd_SZAO_431_2,"город Москва, набережная Новикова-Прибоя, дом 10, корпус 3",район Хорошёво-Мнёвники,"{'coordinates': [37.4501161059378, 55.7841081821116], 'type': 'Point'}"
34632,PVN_hd_UZAO_671_13,"город Москва, Керченская улица, дом 10, корпус 3",район Зюзино,"{'coordinates': [37.5812618322158, 55.6560505677316], 'type': 'Point'}"
72854,PVN_hd_ZAO_9783_51,"город Москва, Кастанаевская улица, дом 45, корпус 1",район Фили-Давыдково,"{'coordinates': [37.4656722890252, 55.7316624016456], 'type': 'Point'}"
90981,PVN_hd_VAO_316_3,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Богородское, Краснобогатырская улица, дом 29",район Богородское,"{'coordinates': [37.7047315562936, 55.8104053002203], 'type': 'Point'}"
99979,PVN_hd_VAO_1684_1,"город Москва, Открытое шоссе, дом 28, корпус 11",район Метрогородок,"{'coordinates': [37.7670171208562, 55.8268801779009], 'type': 'Point'}"
63247,PVN_hd_TSAO_3070_5,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Арбат, Смоленская улица, дом 10",район Арбат,"{'coordinates': [37.5792993030423, 55.7461298392014], 'type': 'Point'}"
23617,PVN_hd_VAO_2_5983_3,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, 2-я Владимирская улица, дом 3",район Перово,"{'coordinates': [37.7791643925834, 55.7620288089147], 'type': 'Point'}"
31223,PVN_hd_UVAO_234_4,"город Москва, Некрасовская улица, дом 7",район Некрасовка,"{'coordinates': [37.9247776476041, 55.6811478524856], 'type': 'Point'}"
82784,PVN_hd_UAO_1417_4,"город Москва, Касимовская улица, дом 19",район Бирюлёво Восточное,"{'coordinates': [37.6566125023741, 55.595809806449], 'type': 'Point'}"
10431,PVN_hd_SZAO_5409_6,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Покровское-Стрешнево, улица Свободы, дом 19/1",район Покровское-Стрешнево,"{'coordinates': [37.4526496529272, 55.8318648388653], 'type': 'Point'}"
69210,PVN_hd_UZAO_7748_3,"город Москва, Ленинский проспект, дом 91",Ломоносовский район,"{'coordinates': [37.5315125793597, 55.6764591566811], 'type': 'Point'}"
21517,PVN_hd_UVAO_2_10052_4,"город Москва, улица Михайлова, дом 13",Рязанский район,"{'coordinates': [37.7656212356376, 55.7287351056801], 'type': 'Point'}"
30141,PVN_hd_VAO_2_6124_2,"город Москва, Перовская улица, дом 36, корпус 4",район Перово,"{'coordinates': [37.7770889977878, 55.7435017759713], 'type': 'Point'}"
46083,PVN_hd_UAO_2326_1,"город Москва, Севанская улица, дом 23",район Царицыно,"{'coordinates': [37.6482554931725, 55.623940458709], 'type': 'Point'}"
8365,PVN_hd_SVAO_3667_2,"город Москва, улица Милашенкова, дом 13, корпус 2",Бутырский район,"{'coordinates': [37.582095514553004, 55.8251544315974], 'type': 'Point'}"
48321,PVN_hd_ZAO_10059_7,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дорогомилово, Студенческая улица, дом 35",район Дорогомилово,"{'coordinates': [37.5403009340187, 55.7389148908192], 'type': 'Point'}"
21484,PVN_hd_VAO_2_5914_1,"город Москва, 1-я Владимирская улица, дом 17",район Перово,"{'coordinates': [37.7758863410966, 55.7575048031272], 'type': 'Point'}"
77176,PVN_hd_ZAO_8672_1,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Кунцево, улица Маршала Тимошенко, дом 4",район Кунцево,"{'coordinates': [37.3948309092628, 55.7416620252627], 'type': 'Point'}"
55662,PVN_hd_UZAO_7539_1,"город Москва, улица Генерала Антонова, дом 2",район Коньково,"{'coordinates': [37.5314743167978, 55.6449081471044], 'type': 'Point'}"
13140,PVN_hd_UZAO_6869_1,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гагаринский, Ленинский проспект, дом 70/11",Гагаринский район,"{'coordinates': [37.5425403836317, 55.6869680903651], 'type': 'Point'}"
99977,PVN_hd_SVAO_136794_53,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северный, Долгопрудная аллея, дом 14, корпус 2",район Северный,"{'coordinates': [37.5273288832378, 55.9416870498279], 'type': 'Point'}"
1752,PVN_hd_UZAO_8082_6,"город Москва, Профсоюзная улица, дом 146, корпус 2",район Тёплый Стан,"{'coordinates': [37.5051807681296, 55.6238693521881], 'type': 'Point'}"
73608,PVN_hd_ZAO_957_2,"город Москва, Мосфильмовская улица, дом 37, корпус 2",район Раменки,"{'coordinates': [37.5122382324604, 55.7112215514482], 'type': 'Point'}"
64371,PVN_hd_TSAO_4918_1,"город Москва, Шелепихинская набережная, дом 26",Пресненский район,"{'coordinates': [37.5167646815567, 55.7587925571921], 'type': 'Point'}"
1709,PVN_hd_UVAO_4799_3,"город Москва, Цимлянская улица, дом 2",район Люблино,"{'coordinates': [37.7737411574814, 55.6719328435469], 'type': 'Point'}"
68271,PVN_hd_ZAO_8992_2,"город Москва, улица Горбунова, дом 9, корпус 2",Можайский район,"{'coordinates': [37.3875425840867, 55.7218542678072], 'type': 'Point'}"
99821,PVN_hd_SVAO_138213_3,"город Москва, Долгопрудная аллея, дом 15, корпус 4",район Северный,"{'coordinates': [37.526496406088, 55.9408504386015], 'type': 'Point'}"
41712,PVN_hd_TSAO_3977_1,"город Москва, Докучаев переулок, дом 11",Красносельский район,"{'coordinates': [37.6435585919831, 55.7745025608669], 'type': 'Point'}"
11471,PVN_hd_UZAO_8403_3,"город Москва, улица Цюрупы, дом 15, корпус 3",район Черёмушки,"{'coordinates': [37.5681043888374, 55.6658291531062], 'type': 'Point'}"
70572,PVN_hd_ZELAO_683_5,"город Москва, город Зеленоград, корпус 2034",район Крюково,"{'coordinates': [37.1694037541552, 55.9720622816666], 'type': 'Point'}"
2698,PVN_hd_SVAO_3579_2,"город Москва, улица Пришвина, дом 21",район Бибирево,"{'coordinates': [37.6060793286677, 55.8861220388061], 'type': 'Point'}"
16295,PVN_hd_SAO_2_7232_1,"город Москва, Ленинградское шоссе, дом 46",Войковский район,"{'coordinates': [37.4862070024838, 55.8340246802758], 'type': 'Point'}"
31311,PVN_hd_UVAO_2_9811_3,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нижегородский, 2-й Карачаровский проезд, дом 4",Нижегородский район,"{'coordinates': [37.7537562976779, 55.7298405993138], 'type': 'Point'}"
9325,PVN_hd_UZAO_6655_4,"город Москва, Новочерёмушкинская улица, дом 13",Академический район,"{'coordinates': [37.5839681030712, 55.6855798450371], 'type': 'Point'}"
31486,PVN_hd_UVAO_2_8667_1,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Выхино-Жулебино, Ферганская улица, дом 13, корпус 5",район Выхино-Жулебино,"{'coordinates': [37.8131755714766, 55.707328773261], 'type': 'Point'}"
43573,PVN_hd_ZAO_10038_8,"город Москва, Студенческая улица, дом 16",район Дорогомилово,"{'coordinates': [37.5498833388076, 55.7440406180027], 'type': 'Point'}"
75858,PVN_hd_TSAO_10917_2,"город Москва, Малая Бронная улица, дом 34",Пресненский район,"{'coordinates': [37.5931384484467, 55.7644273273904], 'type': 'Point'}"
